SignalID,EventParam,date,hour,fivemin,counts,dow
7274,4,2019-11-27,13,10,6,3
7274,4,2019-12-03,16,5,5,2
7274,4,2019-12-03,17,9,2,2
7274,4,2019-12-04,20,7,5,3
7274,4,2019-12-11,9,1,2,3
7274,4,2019-12-11,15,8,2,3
7274,4,2019-12-17,17,5,2,2
7274,4,2019-12-18,6,1,1,3
7274,4,2019-12-19,13,8,3,4
7274,4,2019-12-24,17,2,1,2
7274,4,2019-12-26,12,9,2,4
7274,4,2019-12-31,11,1,1,2
7274,4,2019-12-31,14,8,1,2
7274,4,2019-10-03,7,2,4,4
7274,4,2019-10-03,10,1,4,4
7274,4,2019-10-03,17,6,1,4
7274,4,2019-10-10,7,6,2,4
7274,4,2019-10-10,15,1,4,4
7274,4,2019-10-16,12,11,4,3
7274,4,2019-10-17,6,10,3,4
7274,4,2019-10-17,7,10,4,4
7274,4,2019-10-22,9,1,5,2
7274,4,2019-10-22,14,7,5,2
7274,4,2019-10-23,13,1,3,3
7274,4,2019-10-24,18,10,4,4
7274,4,2019-10-29,5,8,1,2
7274,4,2019-10-30,9,2,3,3
7274,4,2019-10-30,20,3,3,3
7274,4,2019-11-05,8,10,8,2
7274,4,2019-11-06,8,2,2,3
7274,4,2019-11-07,12,0,5,4
7274,4,2019-11-13,16,2,5,3
7274,4,2019-11-14,7,9,4,4
7274,4,2019-11-14,9,2,5,4
7274,4,2019-11-20,6,10,2,3
7274,4,2019-11-20,10,11,4,3
7274,4,2019-11-21,9,5,3,4
7274,4,2019-11-21,11,3,3,4
7274,4,2019-11-26,11,4,1,2
7274,4,2019-11-26,12,6,4,2
7274,4,2019-11-27,14,8,1,3
7274,4,2019-12-03,9,6,3,2
7274,4,2019-12-04,16,8,7,3
7274,4,2019-12-05,13,3,5,4
7274,4,2019-12-05,16,3,4,4
7274,4,2019-12-11,17,0,6,3
7274,4,2019-12-18,11,9,4,3
7274,4,2019-12-18,14,2,3,3
7274,4,2019-12-18,15,10,2,3
7274,4,2019-12-19,6,11,1,4
7274,4,2019-12-19,11,10,1,4
7274,4,2019-10-01,14,7,4,2
7274,4,2019-10-01,14,11,2,2
7274,4,2019-10-01,17,11,3,2
7274,4,2019-10-03,15,11,3,4
7274,4,2019-10-10,15,3,7,4
7274,4,2019-10-15,19,8,1,2
7274,4,2019-10-17,5,3,1,4
7274,4,2019-10-17,9,7,4,4
7274,4,2019-10-17,16,4,3,4
7274,4,2019-10-23,11,8,6,3
7274,4,2019-10-29,15,7,5,2
7274,4,2019-10-30,7,3,5,3
7274,4,2019-11-05,17,0,5,2
7274,4,2019-11-06,17,2,4,3
7274,4,2019-11-12,9,5,6,2
7274,4,2019-11-13,13,7,6,3
7274,4,2019-11-13,16,7,5,3
7274,4,2019-11-13,22,1,2,3
7274,4,2019-11-14,19,6,2,4
7274,4,2019-11-19,12,9,5,2
7274,4,2019-11-19,15,1,4,2
7274,4,2019-11-19,20,1,4,2
7274,4,2019-11-26,12,2,6,2
7274,4,2019-11-27,6,9,1,3
7274,4,2019-11-27,8,9,3,3
7274,4,2019-11-27,14,11,3,3
7274,4,2019-12-04,11,2,2,3
7274,4,2019-12-10,6,0,2,2
7274,4,2019-12-10,11,11,4,2
7274,4,2019-12-12,11,0,5,4
7274,4,2019-12-17,12,4,2,2
7274,4,2019-12-24,10,9,1,2
7274,4,2019-10-01,12,10,3,2
7274,4,2019-10-01,17,6,3,2
7274,4,2019-10-01,17,8,5,2
7274,4,2019-10-02,10,4,7,3
7274,4,2019-10-02,17,5,4,3
7274,4,2019-10-02,18,3,1,3
7274,4,2019-10-03,10,3,6,4
7274,4,2019-10-08,9,4,1,2
7274,4,2019-10-08,12,0,3,2
7274,4,2019-10-08,16,6,2,2
7274,4,2019-10-09,11,7,1,3
7274,4,2019-10-10,13,7,1,4
7274,4,2019-10-10,14,6,1,4
7274,4,2019-10-15,18,5,1,2
7274,4,2019-10-15,19,3,2,2
7274,4,2019-10-15,19,5,2,2
7274,4,2019-10-17,19,6,1,4
7274,4,2019-10-23,7,5,5,3
7274,4,2019-10-29,16,3,5,2
7274,4,2019-10-30,6,11,3,3
7274,4,2019-10-31,20,1,1,4
7274,4,2019-11-05,14,0,5,2
7274,4,2019-11-12,8,3,6,2
7274,4,2019-11-13,6,9,3,3
7274,4,2019-11-13,7,0,4,3
7274,4,2019-11-13,11,9,6,3
7274,4,2019-11-13,15,0,5,3
7274,4,2019-11-13,19,0,1,3
7274,4,2019-11-21,17,1,3,4
7274,4,2019-11-26,17,4,3,2
7274,4,2019-11-27,17,5,3,3
7274,4,2019-12-04,18,7,2,3
7274,4,2019-12-05,10,7,5,4
7274,4,2019-12-10,15,10,4,2
7274,4,2019-12-11,11,2,2,3
7274,4,2019-12-11,13,8,3,3
7274,4,2019-12-12,13,8,4,4
7274,4,2019-12-17,7,11,4,2
7274,4,2019-12-24,11,6,1,2
7274,4,2019-12-31,8,2,2,2
7274,4,2019-12-31,8,9,1,2
7274,4,2019-10-02,12,4,6,3
7274,4,2019-10-08,11,8,3,2
7274,4,2019-10-08,12,1,2,2
7274,4,2019-10-10,13,6,1,4
7274,4,2019-10-15,18,7,3,2
7274,4,2019-10-15,18,8,1,2
7274,4,2019-10-17,10,5,6,4
7274,4,2019-10-17,17,1,6,4
7274,4,2019-10-17,18,7,3,4
7274,4,2019-10-22,9,3,6,2
7274,4,2019-10-23,5,5,1,3
7274,4,2019-10-23,9,8,4,3
7274,4,2019-10-23,18,11,4,3
7274,4,2019-10-24,20,9,3,4
7274,4,2019-10-29,10,7,5,2
7274,4,2019-10-29,11,6,7,2
7274,4,2019-10-30,7,2,4,3
7274,4,2019-10-31,15,1,6,4
7274,4,2019-11-06,7,10,5,3
7274,4,2019-11-07,14,8,5,4
7274,4,2019-11-07,17,8,1,4
7274,4,2019-11-12,6,0,1,2
7274,4,2019-11-12,6,3,2,2
7274,4,2019-11-12,16,11,2,2
7274,4,2019-11-12,18,2,3,2
7274,4,2019-11-13,11,0,4,3
7274,4,2019-11-19,9,1,6,2
7274,4,2019-11-26,10,0,4,2
7274,4,2019-12-03,19,9,2,2
7274,4,2019-12-04,12,6,3,3
7274,4,2019-12-10,20,6,1,2
7274,4,2019-12-18,11,2,1,3
7274,4,2019-12-18,13,9,4,3
7274,4,2019-10-01,16,5,4,2
7274,4,2019-10-03,6,5,3,4
7274,4,2019-10-15,11,4,6,2
7274,4,2019-10-15,12,5,5,2
7274,4,2019-10-17,14,1,6,4
7274,4,2019-10-22,20,2,1,2
7274,4,2019-10-23,16,7,5,3
7274,4,2019-10-30,8,6,4,3
7274,4,2019-10-30,14,0,4,3
7274,4,2019-10-30,17,2,3,3
7274,4,2019-10-31,6,6,2,4
7274,4,2019-10-31,16,1,4,4
7274,4,2019-11-05,10,6,6,2
7274,4,2019-11-05,12,9,5,2
7274,4,2019-11-06,15,0,4,3
7274,4,2019-11-12,6,11,4,2
7274,4,2019-11-12,21,8,1,2
7274,4,2019-11-13,13,5,6,3
7274,4,2019-11-20,12,5,4,3
7274,4,2019-11-21,10,0,3,4
7274,4,2019-11-21,12,8,5,4
7274,4,2019-11-21,21,5,1,4
7274,4,2019-11-27,15,2,6,3
7274,4,2019-12-03,5,9,1,2
7274,4,2019-12-03,23,3,2,2
7274,4,2019-12-04,8,1,2,3
7274,4,2019-12-04,18,0,5,3
7274,4,2019-12-10,15,11,4,2
7274,4,2019-12-12,9,2,2,4
7274,4,2019-12-12,17,1,2,4
7274,4,2019-12-17,8,10,1,2
7274,4,2019-12-18,13,7,2,3
7274,4,2019-12-18,13,8,2,3
7274,4,2019-12-19,17,8,2,4
7274,4,2019-12-26,16,0,3,4
7274,4,2019-12-31,16,10,1,2
7274,4,2019-10-02,12,2,6,3
7274,4,2019-10-02,17,4,4,3
7274,4,2019-10-08,17,7,2,2
7274,4,2019-10-16,7,10,4,3
7274,4,2019-10-16,10,0,4,3
7274,4,2019-10-22,9,5,3,2
7274,4,2019-10-22,19,9,3,2
7274,4,2019-10-23,16,10,5,3
7274,4,2019-10-30,17,6,3,3
7274,4,2019-10-31,10,7,5,4
7274,4,2019-11-06,19,0,4,3
7274,4,2019-11-07,7,6,4,4
7274,4,2019-11-13,9,3,4,3
7274,4,2019-11-14,12,2,7,4
7274,4,2019-11-26,17,3,6,2
7274,4,2019-11-27,7,8,2,3
7274,4,2019-11-27,14,0,2,3
7274,4,2019-12-04,17,4,4,3
7274,4,2019-12-12,12,1,1,4
7274,4,2019-12-17,7,6,2,2
7274,4,2019-12-17,8,5,7,2
7274,4,2019-12-17,13,2,2,2
7274,4,2019-12-19,12,6,2,4
7274,4,2019-12-19,13,5,2,4
7274,4,2019-12-31,7,6,5,2
7274,4,2019-12-31,18,6,1,2
7274,4,2019-10-02,15,3,4,3
7274,4,2019-10-02,18,8,2,3
7274,4,2019-10-02,21,2,1,3
7274,4,2019-10-03,10,8,5,4
7274,4,2019-10-03,13,11,6,4
7274,4,2019-10-08,15,8,3,2
7274,4,2019-10-09,15,2,8,3
7274,4,2019-10-10,8,1,3,4
7274,4,2019-10-10,11,0,1,4
7274,4,2019-10-10,12,5,3,4
7274,4,2019-10-10,14,10,2,4
7274,4,2019-10-10,19,3,1,4
7274,4,2019-10-15,22,0,3,2
7274,4,2019-10-16,5,8,1,3
7274,4,2019-10-17,13,1,3,4
7274,4,2019-10-23,12,8,4,3
7274,4,2019-10-24,9,2,5,4
7274,4,2019-10-24,17,7,3,4
7274,4,2019-10-24,18,11,2,4
7274,4,2019-10-29,6,4,2,2
7274,4,2019-10-29,15,3,5,2
7274,4,2019-10-30,12,3,5,3
7274,4,2019-10-31,7,4,4,4
7274,4,2019-11-05,18,3,3,2
7274,4,2019-11-06,8,11,10,3
7274,4,2019-11-07,12,8,3,4
7274,4,2019-11-13,12,8,4,3
7274,4,2019-11-14,5,8,1,4
7274,4,2019-11-14,23,10,1,4
7274,4,2019-11-21,19,2,2,4
7274,4,2019-11-26,8,4,4,2
7274,4,2019-12-04,21,11,1,3
7274,4,2019-12-05,13,0,6,4
7274,4,2019-12-05,13,4,2,4
7274,4,2019-12-10,7,2,3,2
7274,4,2019-12-12,15,3,5,4
7274,4,2019-12-12,21,1,1,4
7274,4,2019-10-03,13,10,6,4
7274,4,2019-10-03,16,6,6,4
7274,4,2019-10-10,15,6,4,4
7274,4,2019-10-15,11,0,5,2
7274,4,2019-10-15,19,10,1,2
7274,4,2019-10-16,10,8,7,3
7274,4,2019-10-16,15,8,3,3
7274,4,2019-10-22,8,8,7,2
7274,4,2019-10-22,8,10,5,2
7274,4,2019-10-29,20,8,1,2
7274,4,2019-10-31,12,6,1,4
7274,4,2019-11-12,13,2,5,2
7274,4,2019-11-12,15,10,3,2
7274,4,2019-11-12,17,11,1,2
7274,4,2019-11-14,11,4,4,4
7274,4,2019-11-14,11,8,7,4
7274,4,2019-11-21,13,6,5,4
7274,4,2019-12-03,20,2,2,2
7274,4,2019-12-04,16,10,3,3
7274,4,2019-12-05,11,9,3,4
7274,4,2019-12-10,0,3,1,2
7274,4,2019-12-10,17,6,1,2
7274,4,2019-12-11,10,5,1,3
7274,4,2019-12-12,5,8,1,4
7274,4,2019-12-17,7,0,1,2
7274,4,2019-12-31,9,5,3,2
7274,4,2019-10-01,11,1,3,2
7274,4,2019-10-01,16,2,2,2
7274,4,2019-10-02,13,5,4,3
7274,4,2019-10-03,6,8,2,4
7274,4,2019-10-03,17,9,5,4
7274,4,2019-10-03,19,3,4,4
7274,4,2019-10-08,7,11,4,2
7274,4,2019-10-08,12,4,2,2
7274,4,2019-10-09,11,11,2,3
7274,4,2019-10-09,15,1,6,3
7274,4,2019-10-10,9,2,3,4
7274,4,2019-10-15,19,1,2,2
7274,4,2019-10-17,12,2,5,4
7274,4,2019-10-22,9,7,4,2
7274,4,2019-10-29,14,3,1,2
7274,4,2019-10-29,17,7,2,2
7274,4,2019-10-29,18,0,4,2
7274,4,2019-10-31,10,11,5,4
7274,4,2019-11-05,17,1,5,2
7274,4,2019-11-06,11,1,4,3
7274,4,2019-11-07,7,7,3,4
7274,4,2019-11-07,20,2,2,4
7274,4,2019-11-12,9,0,5,2
7274,4,2019-11-13,20,8,1,3
7274,4,2019-11-20,8,3,6,3
7274,4,2019-11-26,9,11,1,2
7274,4,2019-11-27,7,9,4,3
7274,4,2019-11-27,15,8,3,3
7274,4,2019-11-27,17,1,2,3
7274,4,2019-12-03,6,10,3,2
7274,4,2019-12-05,17,2,3,4
7274,4,2019-12-10,11,0,1,2
7274,4,2019-12-11,12,11,3,3
7274,4,2019-12-18,5,10,1,3
7274,4,2019-12-18,15,5,5,3
7274,4,2019-12-19,9,11,1,4
7274,4,2019-12-25,14,11,1,3
7274,4,2019-10-01,20,3,1,2
7274,4,2019-10-01,21,2,1,2
7274,4,2019-10-02,18,5,1,3
7274,4,2019-10-03,8,5,4,4
7274,4,2019-10-08,11,3,3,2
7274,4,2019-10-09,9,0,2,3
7274,4,2019-10-10,18,3,3,4
7274,4,2019-10-15,11,1,6,2
7274,4,2019-10-15,12,8,5,2
7274,4,2019-10-15,16,1,4,2
7274,4,2019-10-22,15,1,7,2
7274,4,2019-10-24,6,10,2,4
7274,4,2019-10-24,21,9,1,4
7274,4,2019-10-29,17,4,2,2
7274,4,2019-10-31,6,1,3,4
7274,4,2019-11-05,19,0,2,2
7274,4,2019-11-19,15,11,6,2
7274,4,2019-11-20,19,6,4,3
7274,4,2019-11-21,9,0,7,4
7274,4,2019-11-26,17,7,3,2
7274,4,2019-11-27,8,5,3,3
7274,4,2019-12-05,8,5,3,4
7274,4,2019-12-05,11,7,4,4
7274,4,2019-12-05,16,6,4,4
7274,4,2019-12-10,12,1,3,2
7274,4,2019-12-11,10,1,5,3
7274,4,2019-12-11,20,3,1,3
7274,4,2019-12-18,15,0,2,3
7274,4,2019-10-01,11,0,3,2
7274,4,2019-10-02,16,8,3,3
7274,4,2019-10-03,16,7,5,4
7274,4,2019-10-03,16,8,2,4
7274,4,2019-10-08,7,6,5,2
7274,4,2019-10-08,7,7,3,2
7274,4,2019-10-09,15,9,3,3
7274,4,2019-10-10,11,11,3,4
7274,4,2019-10-10,16,1,4,4
7274,4,2019-10-16,20,10,1,3
7274,4,2019-10-17,10,2,2,4
7274,4,2019-10-22,6,1,1,2
7274,4,2019-10-23,6,7,3,3
7274,4,2019-10-24,18,8,3,4
7274,4,2019-10-29,23,7,1,2
7274,4,2019-10-31,17,10,3,4
7274,4,2019-11-05,6,11,5,2
7274,4,2019-11-05,13,7,5,2
7274,4,2019-11-06,9,6,5,3
7274,4,2019-11-06,16,0,4,3
7274,4,2019-11-07,21,9,1,4
7274,4,2019-11-13,15,8,4,3
7274,4,2019-11-13,18,8,3,3
7274,4,2019-11-19,7,3,4,2
7274,4,2019-11-21,8,4,5,4
7274,4,2019-11-26,6,11,2,2
7274,4,2019-10-01,12,11,6,2
7274,4,2019-10-03,6,7,2,4
7274,4,2019-10-08,9,10,2,2
7274,4,2019-10-09,11,3,1,3
7274,4,2019-10-09,19,11,1,3
7274,4,2019-10-10,19,0,2,4
7274,4,2019-10-10,20,5,1,4
7274,4,2019-10-15,16,9,4,2
7274,4,2019-10-16,16,4,5,3
7274,4,2019-10-17,9,1,8,4
7274,4,2019-10-17,9,11,4,4
7274,4,2019-10-22,12,1,7,2
7274,4,2019-10-23,8,8,7,3
7274,4,2019-10-24,14,9,3,4
7274,4,2019-10-29,19,6,2,2
7274,4,2019-10-30,17,3,4,3
7274,4,2019-10-31,8,0,5,4
7274,4,2019-11-12,13,3,5,2
7274,4,2019-11-13,7,2,3,3
7274,4,2019-11-14,9,6,5,4
7274,4,2019-11-20,19,7,1,3
7274,4,2019-11-21,6,11,5,4
7274,4,2019-11-27,10,5,4,3
7274,4,2019-11-27,14,2,1,3
7274,4,2019-12-03,11,8,6,2
7274,4,2019-12-03,14,7,4,2
7274,4,2019-12-03,14,9,3,2
7274,4,2019-12-04,9,0,5,3
7274,4,2019-12-04,9,5,3,3
7274,4,2019-12-04,12,5,4,3
7274,4,2019-12-05,13,10,6,4
7274,4,2019-12-12,8,5,3,4
7274,4,2019-12-18,16,0,1,3
7274,4,2019-12-18,17,5,2,3
7274,4,2019-12-26,16,1,1,4
7274,4,2019-10-03,7,8,5,4
7274,4,2019-10-03,8,7,3,4
7274,4,2019-10-15,6,7,1,2
7274,4,2019-10-16,18,9,1,3
7274,4,2019-10-17,10,1,4,4
7274,4,2019-10-23,16,3,5,3
7274,4,2019-10-24,15,8,5,4
7274,4,2019-10-29,7,5,3,2
7274,4,2019-10-29,14,8,6,2
7274,4,2019-10-31,8,5,4,4
7274,4,2019-10-31,14,2,4,4
7274,4,2019-10-31,19,6,1,4
7274,4,2019-11-05,14,4,3,2
7274,4,2019-11-06,8,8,4,3
7274,4,2019-11-13,7,1,2,3
7274,4,2019-11-13,19,10,2,3
7274,4,2019-11-14,14,10,1,4
7274,4,2019-11-20,9,10,4,3
7274,4,2019-11-26,12,9,3,2
7274,4,2019-12-04,11,9,3,3
7274,4,2019-12-04,17,11,6,3
7274,4,2019-12-11,13,5,1,3
7274,4,2019-12-17,15,11,3,2
7274,4,2019-10-01,10,6,6,2
7274,4,2019-10-02,12,11,4,3
7274,4,2019-10-03,8,6,6,4
7274,4,2019-10-03,9,9,2,4
7274,4,2019-10-03,16,3,5,4
7274,4,2019-10-08,20,7,1,2
7274,4,2019-10-10,6,0,1,4
7274,4,2019-10-15,6,5,2,2
7274,4,2019-10-15,15,5,7,2
7274,4,2019-10-16,17,9,6,3
7274,4,2019-10-22,6,9,6,2
7274,4,2019-10-23,5,2,1,3
7274,4,2019-10-23,18,1,1,3
7274,4,2019-10-24,10,0,2,4
7274,4,2019-10-31,12,10,3,4
7274,4,2019-10-31,13,5,5,4
7274,4,2019-11-05,15,8,5,2
7274,4,2019-11-06,10,1,4,3
7274,4,2019-11-07,10,1,3,4
7274,4,2019-11-07,12,6,2,4
7274,4,2019-11-12,7,8,3,2
7274,4,2019-11-12,8,5,6,2
7274,4,2019-11-13,16,9,4,3
7274,4,2019-11-13,21,1,3,3
7274,4,2019-11-14,12,9,5,4
7274,4,2019-11-14,19,5,4,4
7274,4,2019-11-20,6,2,3,3
7274,4,2019-11-20,11,10,6,3
7274,4,2019-11-20,12,6,3,3
7274,4,2019-11-20,15,4,5,3
7274,4,2019-11-20,21,7,1,3
7274,4,2019-11-27,16,2,3,3
7274,4,2019-12-03,6,5,2,2
7274,4,2019-12-03,10,8,6,2
7274,4,2019-12-03,13,10,9,2
7274,4,2019-12-03,16,4,6,2
7274,4,2019-12-04,7,11,4,3
7274,4,2019-12-04,14,6,2,3
7274,4,2019-12-04,17,9,7,3
7274,4,2019-12-04,20,8,2,3
7274,4,2019-12-04,20,9,3,3
7274,4,2019-12-05,8,1,5,4
7274,4,2019-12-11,9,5,5,3
7274,4,2019-12-11,9,9,4,3
7274,4,2019-12-11,18,5,3,3
7274,4,2019-12-17,6,2,1,2
7274,4,2019-12-18,9,9,1,3
7274,4,2019-12-19,9,1,2,4
7274,4,2019-12-19,15,1,6,4
7274,4,2019-12-26,19,4,1,4
7274,4,2019-10-08,18,6,3,2
7274,4,2019-10-09,17,10,5,3
7274,4,2019-10-10,6,10,4,4
7274,4,2019-10-15,13,5,5,2
7274,4,2019-10-16,20,7,1,3
7274,4,2019-10-17,15,11,3,4
7274,4,2019-10-17,18,6,2,4
